run_accession	sample_accession	experiment_accession	study_accession	sample_title	sample_alias	sample_description	description	library_name	experiment_title	study_title	run_alias	read_count	fastq_ftp	sample_title_x	sample_desc_x	sample_alias_x	label_hits
SRR13489695	SAMN17385260	SRX9902315	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-67_63	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-67_63	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-67_63_L001_R1_001.fastq.gz	68193	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/095/SRR13489695/SRR13489695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/095/SRR13489695/SRR13489695_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-67_63	rosacea
SRR13489697	SAMN17385258	SRX9902313	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-65_61	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-65_61	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-65_61_L001_R1_001.fastq.gz	149671	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/097/SRR13489697/SRR13489697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/097/SRR13489697/SRR13489697_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-65_61	rosacea
SRR13489702	SAMN17385200	SRX9902308	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-7_5	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-7_5	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-7_5_L001_R1_001.fastq.gz	76852	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/002/SRR13489702/SRR13489702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/002/SRR13489702/SRR13489702_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-7_5	rosacea
SRR13489703	SAMN17385253	SRX9902307	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-60_56	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-60_56	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-60_56_L001_R1_001.fastq.gz	45383	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/003/SRR13489703/SRR13489703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/003/SRR13489703/SRR13489703_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-60_56	rosacea
SRR13489704	SAMN17385252	SRX9902306	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-59_55	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-59_55	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-59_55_L001_R1_001.fastq.gz	81956	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/004/SRR13489704/SRR13489704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/004/SRR13489704/SRR13489704_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-59_55	rosacea
SRR13489706	SAMN17385250	SRX9902304	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-57_53	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-57_53	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-57_53_L001_R1_001.fastq.gz	176439	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/006/SRR13489706/SRR13489706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/006/SRR13489706/SRR13489706_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-57_53	rosacea
SRR13489707	SAMN17385249	SRX9902303	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-56_52	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-56_52	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-56_52_L001_R1_001.fastq.gz	86662	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/007/SRR13489707/SRR13489707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/007/SRR13489707/SRR13489707_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-56_52	rosacea
SRR13489708	SAMN17385248	SRX9902302	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-55_51	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-55_51	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-55_51_L001_R1_001.fastq.gz	62841	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/008/SRR13489708/SRR13489708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/008/SRR13489708/SRR13489708_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-55_51	rosacea
SRR13489714	SAMN17385243	SRX9902296	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-50_46	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-50_46	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-50_46_L001_R1_001.fastq.gz	98780	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/014/SRR13489714/SRR13489714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/014/SRR13489714/SRR13489714_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-50_46	rosacea
SRR13489716	SAMN17385241	SRX9902294	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-48_44	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-48_44	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-48_44_L001_R1_001.fastq.gz	170364	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/016/SRR13489716/SRR13489716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/016/SRR13489716/SRR13489716_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-48_44	rosacea
SRR13489718	SAMN17385239	SRX9902292	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-46_42	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-46_42	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-46_42_L001_R1_001.fastq.gz	156756	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/018/SRR13489718/SRR13489718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/018/SRR13489718/SRR13489718_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-46_42	rosacea
SRR13489720	SAMN17385237	SRX9902290	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-44_40	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-44_40	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-44_40_L001_R1_001.fastq.gz	86356	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/020/SRR13489720/SRR13489720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/020/SRR13489720/SRR13489720_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-44_40	rosacea
SRR13489721	SAMN17385236	SRX9902289	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-43_39	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-43_39	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-43_39_L001_R1_001.fastq.gz	129175	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/021/SRR13489721/SRR13489721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/021/SRR13489721/SRR13489721_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-43_39	rosacea
SRR13489722	SAMN17385235	SRX9902288	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-42_38	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-42_38	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-42_38_L001_R1_001.fastq.gz	99926	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/022/SRR13489722/SRR13489722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/022/SRR13489722/SRR13489722_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-42_38	rosacea
SRR13489724	SAMN17385198	SRX9902286	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-5_3	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-5_3	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-5_3_L001_R1_001.fastq.gz	31959	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/024/SRR13489724/SRR13489724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/024/SRR13489724/SRR13489724_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-5_3	rosacea
SRR13489727	SAMN17385231	SRX9902283	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-38_34	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-38_34	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-38_34_L001_R1_001.fastq.gz	215775	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/027/SRR13489727/SRR13489727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/027/SRR13489727/SRR13489727_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-38_34	rosacea
SRR13489733	SAMN17385225	SRX9902277	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-32_28	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-32_28	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-32_28_L001_R1_001.fastq.gz	160594	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/033/SRR13489733/SRR13489733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/033/SRR13489733/SRR13489733_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-32_28	rosacea
SRR13489734	SAMN17385224	SRX9902276	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-31_27	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-31_27	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-31_27_L001_R1_001.fastq.gz	62626	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/034/SRR13489734/SRR13489734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/034/SRR13489734/SRR13489734_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-31_27	rosacea
SRR13489736	SAMN17385223	SRX9902274	PRJNA693337	MIMARKS Survey related sample from human eye metagenome	SS-30_26	Keywords: GSC:MIxS MIMARKS:5.0	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-30_26	Illumina MiSeq sequencing: Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	Effects of Intense Pulsed Light on Tear Film TGF-beta and Microbiome in Ocular Rosacea with Dry Eye	SS-30_26_L001_R1_001.fastq.gz	121331	ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/036/SRR13489736/SRR13489736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR134/036/SRR13489736/SRR13489736_2.fastq.gz	MIMARKS Survey related sample from human eye metagenome	Keywords: GSC:MIxS;MIMARKS:5.0	SS-30_26	rosacea
